,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 LINK ID,ITS LINK ID,도로등급,도로명,권역,연장(km),차선수,전체-평일,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0~1시,1~2시,2~3시,3~4시,4~5시,5~6시,6~7시,7~8시,8~9시,9~10시,10~11시,11~12시,12~13시,13~14시,14~15시,15~16시,16~17시,17~18시,18~19시,19~20시,20~21시,21~22시,22~23시,23~24시
1016608,"1160010501,1160010501,1160010501,1160010501,1160010501,1160010501,1160010501,1160010501,1160010501,1160010501",특별광역시도,가마산로,서울특별시 구로구,0.5390,6,33,34,34,35,23,30,26,30,23,25,27,27,22,21,20,18,18,18,17,20,22,27,29,31
1016609,"1160010601,1160010601,1160010601,1160010601,1160010601,1160010601,1160010601,1160010601,1160010601,1160010601",특별광역시도,가마산로,서울특별시 구로구,0.5390,6,36,38,38,38,32,33,37,32,31,30,27,26,28,29,28,27,27,25,28,31,32,32,33,36
1016610,1160011103,특별광역시도,도림천로,서울특별시 구로구,0.0420,3,35,36,34,35,34,34,34,34,33,34,33,33,33,33,33,32,32,32,32,32,33,32,33,34
1016611,1160012600,특별광역시도,가마산로,서울특별시 구로구,0.0920,6,36,37,37,37,35,37,36,36,36,35,34,34,34,34,34,34,34,34,35,36,35,35,35,37
1016612,1160012500,특별광역시도,가마산로,서울특별시 구로구,0.0920,6,30,31,29,30,29,31,29,25,22,23,24,24,25,24,24,24,24,24,24,25,27,28,29,30
1016613,"1180044300,1180044300,1180044300,1180044300,1180044300,1180044300,1180044300,1180044300,1180043700",특별광역시도,가마산로,서울특별시 영등포구,0.4040,6,25,25,25,25,28,23,24,22,14,15,19,20,22,21,20,20,18,15,18,24,28,30,22,23
1016614,"1180043600,1180044000,1180044000,1180044000,1180044000,1180044000,1180044000,1180044000,1180044000",특별광역시도,가마산로,서울특별시 구로구,0.4040,6,23,23,24,22,31,22,30,36,35,34,32,32,32,31,31,31,31,30,29,30,31,32,25,23
1016615,"1180009901,1180009901,1180009901,1180009901,1180009902,1180009903,1180009903",특별광역시도,가마산로,서울특별시 영등포구,0.4110,6,21,21,23,23,24,20,28,27,27,26,26,27,27,25,25,25,24,23,24,27,28,28,18,18
1016616,"1180009804,1180009804,1180009803,1180009802,1180009802,1180009802,1180009802",특별광역시도,가마산로,서울특별시 영등포구,0.4110,6,18,18,19,18,30,19,34,36,34,34,32,33,32,32,32,32,32,32,36,37,38,31,18,17
1016617,"1180007602,1180007602,1180007602,1180007601,1180007601,1180007601",특별광역시도,대림로,서울특별시 영등포구,0.5940,6,33,33,34,35,30,32,29,36,31,30,29,29,30,30,29,29,28,27,28,32,35,36,30,30
1016618,"1180007702,1180007702,1180007702,1180007703,1180007703,1180007703",특별광역시도,대림로,서울특별시 영등포구,0.5940,6,40,41,41,42,33,38,39,30,29,29,29,29,29,28,28,28,27,28,28,29,30,31,34,37
1016619,1180041801,특별광역시도,도림천로,서울특별시 영등포구,0.0440,4,36,38,38,38,35,36,35,31,16,27,31,31,32,31,31,31,30,30,30,31,31,31,33,34
1016620,1180043000,특별광역시도,도림천로,서울특별시 구로구,0.0630,3,19,23,18,19,18,21,20,20,18,19,17,18,17,17,17,18,17,19,19,18,16,18,19,18
1016621,1160051700,특별광역시도,도림천로,서울특별시 구로구,0.0820,1,24,26,24,22,24,26,23,24,23,23,24,22,22,23,23,22,22,23,23,23,20,22,21,22
1016622,1200010401,특별광역시도,봉천로,서울특별시 구로구,1.6900,4,66,65,65,65,64,64,63,63,64,63,61,61,61,61,61,61,61,61,61,61,61,61,62,64
1016623,"1160022400,1160022400",특별광역시도,시흥대로,서울특별시 구로구,0.1590,1,21,22,24,26,27,27,25,23,18,19,20,21,21,20,20,20,19,18,16,16,17,17,17,18
1016624,"1160021200,1160021200",특별광역시도,시흥대로,서울특별시 구로구,0.1240,2,16,19,18,19,23,21,18,19,18,19,20,18,19,18,19,19,18,17,17,16,17,14,14,13
1016625,"1160021100,1160021100",특별광역시도,시흥대로,서울특별시 구로구,0.1240,2,18,19,21,22,18,22,17,14,11,13,13,14,14,14,13,13,12,13,12,12,12,11,12,14
1016627,1160005801,특별광역시도,시흥대로,서울특별시 관악구,0.1620,5,43,44,45,46,39,44,40,39,39,39,35,35,36,34,33,33,32,28,22,33,33,35,36,35
1016628,1160005802,특별광역시도,시흥대로,서울특별시 관악구,0.0950,5,29,31,34,36,29,28,36,37,35,36,32,29,29,28,27,27,27,25,22,29,26,28,26,17
1016630,"1200007800,1200007800",특별광역시도,신사로,서울특별시 관악구,0.5430,4,28,29,29,31,26,27,22,25,27,25,26,24,24,25,25,25,25,26,25,25,26,28,29,28
1016631,"1200010700,1200010700",특별광역시도,신사로,서울특별시 관악구,0.5250,4,28,30,30,30,29,29,28,25,23,22,21,21,21,21,20,21,20,20,20,23,24,25,26,26
1016632,1180005904,특별광역시도,시흥대로,서울특별시 관악구,0.1040,5,47,48,49,49,44,46,45,41,41,42,42,42,43,42,42,41,41,32,29,38,42,43,44,43
1016637,1160004402,특별광역시도,시흥대로,서울특별시 관악구,0.0760,5,58,58,59,59,56,57,54,45,30,34,46,51,51,51,51,51,51,49,47,49,50,52,53,55
1016639,"1160006702,1160006702,1160006702,1160006702,1160006702,1160006701,1160006701",특별광역시도,디지털로,서울특별시 구로구,0.3560,6,16,16,17,18,14,17,25,18,18,16,14,16,17,16,16,16,17,20,21,23,23,14,15,15
1016640,"1180041700,1180041700,1180041700",특별광역시도,도림천로,서울특별시 영등포구,0.2940,1,32,34,33,34,31,32,30,31,24,29,30,30,30,30,30,29,29,29,27,28,29,29,30,30
1016641,1200010301,특별광역시도,도림천로,서울특별시 동작구,0.5280,4,62,63,64,63,61,63,60,55,33,52,55,55,56,54,54,54,54,53,53,55,56,56,58,60
1016642,1200010301,특별광역시도,시흥대로,서울특별시 동작구,0.2020,1,35,35,36,36,32,31,33,33,30,30,31,30,32,31,31,30,30,28,27,29,30,30,32,33
1016643,1160276601,특별광역시도,남부순환로,서울특별시 구로구,0.0420,4,63,66,67,67,60,64,61,61,61,58,56,55,55,53,53,51,47,25,16,33,47,49,52,57
1016644,1170044201,특별광역시도,남부순환로,서울특별시 구로구,0.0420,4,63,64,64,65,60,62,54,26,18,18,28,50,55,55,55,54,54,49,55,56,58,58,60,61
1016645,"1170044201,1170044201",특별광역시도,남부순환로,서울특별시 구로구,0.7650,5,43,43,45,46,35,42,23,10,8,8,10,17,26,21,22,22,18,13,22,33,36,36,36,38
1016646,1160276801,특별광역시도,남부순환로,서울특별시 금천구,0.0240,6,47,50,52,52,39,47,46,45,44,43,41,41,41,40,39,38,37,28,19,32,38,40,42,45
1016647,1160008201,특별광역시도,남부순환로,서울특별시 구로구,0.1080,4,58,61,62,62,56,59,58,59,59,55,52,51,51,50,50,48,44,25,18,32,45,45,46,50
1016648,1160008101,특별광역시도,남부순환로,서울특별시 구로구,0.1080,4,64,65,65,65,60,62,55,25,14,16,29,53,57,57,57,56,56,52,57,58,59,59,60,62
1016649,1160008202,특별광역시도,남부순환로,서울특별시 구로구,0.1450,4,61,64,66,65,60,63,61,62,62,59,57,56,57,56,56,55,50,27,19,36,51,52,53,55
1016650,1160008101,특별광역시도,남부순환로,서울특별시 구로구,0.1450,4,63,64,64,64,59,61,56,25,10,14,32,55,58,58,58,57,58,56,58,58,59,59,60,61
1016651,1160025800,특별광역시도,가마산로,서울특별시 구로구,0.2610,1,38,38,38,37,34,37,38,33,25,28,31,35,36,34,33,33,30,28,27,34,36,36,37,38
1016652,1160027500,특별광역시도,구일로,서울특별시 구로구,0.0710,1,46,47,47,48,45,47,46,47,47,46,45,45,46,46,46,44,43,35,32,40,42,42,43,44
1016653,1160008203,특별광역시도,남부순환로,서울특별시 구로구,0.0840,5,60,62,63,63,59,61,60,61,62,59,57,56,57,56,56,55,49,22,14,32,50,52,53,55
1016654,1160008101,특별광역시도,남부순환로,서울특별시 구로구,0.0840,5,55,56,55,55,52,54,51,27,11,16,34,50,52,52,52,51,52,52,52,52,53,53,54,54
1016656,"1160008102,1160008102",시군도,남부순환로,서울특별시 구로구,0.1170,5,51,51,51,50,49,50,48,29,17,21,35,48,50,50,50,49,49,49,49,49,49,49,49,50
1016657,1170010901,특별광역시도,남부순환로,서울특별시 금천구,0.2560,1,46,46,47,47,44,45,42,34,36,32,34,41,43,42,43,42,43,42,43,42,41,41,42,43
1016658,"1170043900,1170043900",특별광역시도,가마산로,서울특별시 금천구,0.0470,6,20,18,18,18,22,22,25,26,24,23,24,25,25,25,25,25,24,21,20,26,27,24,23,22
1016660,"1170043800,1170043800",특별광역시도,가마산로,서울특별시 금천구,0.1120,5,45,45,46,46,41,43,39,35,32,31,35,37,38,38,37,39,39,40,41,41,39,39,40,41
1016661,"1170043900,1170043900",특별광역시도,가마산로,서울특별시 금천구,0.1120,5,30,33,34,34,18,26,18,13,9,9,12,15,16,14,14,14,12,13,12,18,22,21,23,25
1016662,1170043900,특별광역시도,가마산로,서울특별시 금천구,0.0210,5,37,41,42,41,19,30,21,11,6,7,9,14,16,13,12,13,10,11,9,17,21,23,26,30
1016663,1170043800,특별광역시도,가마산로,서울특별시 금천구,0.0210,5,44,44,45,45,41,43,37,35,32,33,36,38,38,39,38,40,41,41,42,42,40,40,40,41
1016664,1170044000,특별광역시도,가마산로,서울특별시 금천구,0.0060,5,48,48,47,46,46,45,46,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46
1016665,1170044100,특별광역시도,가마산로,서울특별시 금천구,0.0060,5,46,47,48,47,34,44,38,23,12,12,18,27,32,26,25,25,19,18,16,27,35,38,40,43
1016666,1160026102,특별광역시도,구일로,서울특별시 구로구,0.0510,1,20,20,19,41,22,41,18,31,27,26,24,19,18,20,20,19,20,20,20,21,20,19,17,18
1016667,"1160026102,1160026102,1160026102",특별광역시도,구일로,서울특별시 구로구,0.1660,2,32,32,36,33,32,33,33,32,28,30,32,35,33,36,36,36,37,36,35,36,37,34,34,34
1016668,"1160026700,1160026700,1160026700",특별광역시도,구일로,서울특별시 구로구,0.1660,2,34,34,35,35,33,34,33,33,32,32,32,32,32,32,32,31,32,28,20,29,32,32,32,33
1016671,"1160026600,1160026600",시군도,남부순환로,서울특별시 구로구,0.1660,3,48,47,46,48,48,48,46,46,46,46,46,47,47,47,46,47,47,48,47,46,45,45,46,47
1016672,1160026101,특별광역시도,남부순환로,서울특별시 구로구,0.1140,3,31,31,31,32,30,32,28,21,12,13,20,27,29,28,28,28,27,27,28,29,30,30,30,31
1016673,1160025200,특별광역시도,남부순환로,서울특별시 구로구,0.1140,3,30,31,30,31,29,29,29,28,26,27,27,29,30,29,29,29,29,28,24,28,30,29,30,30
1016674,1160025300,특별광역시도,구일길,서울특별시 구로구,0.1080,1,39,39,40,40,38,39,39,39,34,36,37,37,37,37,36,35,35,32,23,32,36,36,36,38
1016675,1160006902,특별광역시도,가마산로,서울특별시 구로구,0.1310,4,57,56,57,55,47,53,52,35,13,17,34,43,47,44,41,42,33,27,20,39,51,51,52,54
1016676,1160007001,특별광역시도,가마산로,서울특별시 구로구,0.1310,4,61,62,61,58,58,58,58,57,57,55,55,56,56,55,55,55,55,53,53,56,57,57,58,59
1016677,1180008900,특별광역시도,신길로,서울특별시 영등포구,0.0920,5,26,28,29,29,25,30,24,19,18,17,16,16,16,15,15,14,13,13,13,16,19,21,14,14
1016678,1180008800,특별광역시도,신길로,서울특별시 영등포구,0.0920,5,22,25,26,23,24,24,23,20,18,18,18,20,21,20,20,19,19,19,18,19,19,19,13,13
1016679,"1180008200,1180008200,1180007003",특별광역시도,신길로,서울특별시 영등포구,0.2810,4,32,33,33,33,32,31,34,37,34,33,34,36,35,34,34,34,33,32,33,35,36,30,22,23
1016680,"1180010704,1180010704,1180010704,1180010704,1180010704,1180010704,1180010705,1180010705,1180010703",특별광역시도,신길로,서울특별시 영등포구,0.6790,4,32,32,33,32,26,31,26,24,24,24,24,24,24,24,24,24,24,23,23,24,24,26,27,29
1016681,"1180012602,1180012601,1180012601,1180012601",특별광역시도,신길로,서울특별시 영등포구,0.4780,4,26,27,27,27,28,27,27,25,21,22,21,20,25,23,23,21,18,16,14,19,24,22,24,27
1016683,0,특별광역시도,여의대방로,서울특별시 영등포구,0.0340,2,13,17,13,11,18,16,17,14,15,11,12,13,12,12,11,11,11,11,10,11,12,13,12,12
1016684,1180007901,특별광역시도,여의대방로,서울특별시 영등포구,0.1040,4,50,53,53,53,44,51,37,26,35,25,28,26,31,27,25,24,21,21,22,35,41,40,42,47
1016685,1200011301,특별광역시도,봉천로,서울특별시 관악구,0.0400,4,29,29,28,28,34,31,35,35,34,34,33,33,33,33,33,33,33,31,31,32,31,31,31,30
1016686,"1200010301,1200010301,1200010301",특별광역시도,봉천로,서울특별시 관악구,0.4800,8,57,58,58,57,55,55,53,52,51,52,52,52,52,52,51,51,51,51,51,51,52,52,54,56
1016687,"1200010401,1200010401,1200010401",특별광역시도,봉천로,서울특별시 동작구,0.4800,8,36,36,35,36,32,34,30,30,29,30,28,28,29,28,28,28,27,24,23,27,29,31,32,32
1016688,1200010301,특별광역시도,봉천로,서울특별시 동작구,1.1370,4,74,75,76,75,72,73,72,72,69,70,68,68,68,67,67,67,68,69,69,69,68,68,70,72
1016693,1200002802,특별광역시도,남부순환로,서울특별시 금천구,0.1400,3,63,65,66,67,60,64,56,54,55,52,48,49,51,49,47,50,42,27,12,35,50,53,57,60
1016695,1170029800,특별광역시도,시흥대로,서울특별시 금천구,0.1710,1,32,33,33,32,31,31,30,29,29,29,30,30,30,30,30,30,30,29,26,28,29,30,31,32
1016699,1170007403,특별광역시도,시흥대로,서울특별시 금천구,0.0870,5,64,65,65,64,59,61,60,56,52,53,56,58,58,57,57,58,58,58,56,56,56,57,59,61
1016706,1170029900,특별광역시도,시흥대로,서울특별시 금천구,0.2760,1,39,39,39,40,35,38,35,35,35,35,33,33,34,33,33,33,31,24,14,28,33,34,35,38
1016707,"1170004401,1170004401,1170004402,1170004402",특별광역시도,시흥대로,서울특별시 금천구,0.3370,5,27,29,29,29,33,33,29,23,20,22,19,20,26,21,17,20,15,15,26,32,33,26,24,27
1016712,"1200003001,1200003001,1200003001",특별광역시도,신림로,서울특별시 관악구,0.0700,4,8,9,9,9,8,10,8,8,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7
1016713,"1200002901,1200002901,1200002901",특별광역시도,신림로,서울특별시 관악구,0.0700,4,26,26,27,27,27,26,27,26,26,24,26,25,26,25,25,25,26,25,24,24,25,24,26,26
1016714,"1200003301,1200003301",특별광역시도,관악로,서울특별시 관악구,0.2820,6,32,34,37,38,32,36,29,23,20,23,22,22,21,22,22,20,22,27,27,24,24,26,25,29
1016715,"1200003401,1200003401",특별광역시도,관악로,서울특별시 관악구,0.2820,6,36,37,39,40,36,39,25,12,15,12,11,15,20,18,15,13,11,12,11,18,23,24,26,32
1016719,"1200004400,1200004400,1200004400",특별광역시도,봉천로,서울특별시 관악구,0.3230,6,23,20,20,20,20,20,19,17,17,16,17,17,17,17,17,17,17,17,17,17,16,16,18,19
1016721,"1200005002,1200005002",특별광역시도,관악로,서울특별시 관악구,0.0850,4,37,37,39,40,39,41,32,30,30,28,25,23,25,24,23,22,23,26,26,25,25,26,28,33
1016726,"1200001605,1200001604,1200001604,1200001604,1200001604,1200001604,1200001603,1200001602,1200001602,1200001601,1200001601,1200001601,1200001601,1200001601",특별광역시도,남부순환로,서울특별시 동작구,1.5110,4,45,52,54,55,49,55,46,40,37,38,40,43,42,42,40,37,29,25,18,20,29,36,36,42
1016727,"1200004300,1200004300,1200004300",특별광역시도,봉천로,서울특별시 관악구,0.3230,6,25,25,26,26,32,26,22,21,20,21,20,19,19,19,19,19,18,17,17,17,18,19,20,21
1016728,"1210013901,1210013901,1210013901,1210013903,1210013904,1210013904",특별광역시도,효령로,서울특별시 서초구,0.6270,6,35,36,37,38,39,40,37,30,30,31,30,31,29,26,26,26,23,22,21,29,31,34,35,35
1016729,"1210013803,1210013803,1210013804,1210013802,1210013802,1210013802",특별광역시도,효령로,서울특별시 서초구,0.6270,6,35,36,35,35,39,35,38,35,35,34,33,33,34,33,32,32,31,31,31,33,35,34,33,35
1016730,"1210011800,1210011800,1210011800,1210011800,1210011800,1210011800,1210011800,1210011800,1210011800,1210011800,1210011800",특별광역시도,방배로,서울특별시 서초구,0.7890,5,27,28,28,29,30,28,30,28,27,27,26,26,31,26,26,26,24,24,23,26,28,29,29,27
1016731,"1210011900,1210011900,1210011900,1210011900,1210011900,1210011900,1210011900,1210011900,1210011900,1210011900,1210011900",특별광역시도,방배로,서울특별시 서초구,0.7890,5,29,30,31,32,33,32,32,29,27,27,27,28,30,26,27,27,25,28,27,27,28,29,30,26
1016734,1210054900,특별광역시도,사평대로,서울특별시 동작구,0.0220,3,40,41,41,40,39,38,38,36,36,37,36,36,37,37,36,36,35,34,34,35,39,37,38,40
1016735,1210023301,특별광역시도,신반포로,서울특별시 동작구,0.0190,6,22,24,22,17,20,22,19,19,20,19,18,18,18,16,16,18,17,18,18,19,19,19,18,19
1016736,1210021602,특별광역시도,신반포로,서울특별시 동작구,0.0190,6,29,28,30,30,29,29,28,32,33,31,32,32,32,31,31,32,32,32,32,32,31,31,30,30
1016737,"1210024702,1210024702,1210024702",특별광역시도,신반포로3길,서울특별시 서초구,0.3870,4,32,32,32,32,31,32,31,29,30,29,29,30,30,29,29,30,30,31,31,31,30,29,30,31
1016738,"1210024602,1210024602,1210024602",특별광역시도,신반포로3길,서울특별시 서초구,0.3870,4,28,31,30,29,27,28,25,26,24,24,22,24,26,25,26,23,22,19,19,24,26,28,27,27
1016739,1210024100,특별광역시도,동작대로,서울특별시 동작구,0.4890,3,67,68,68,67,65,66,63,64,64,63,62,61,61,61,61,61,61,62,62,61,61,61,62,64
1016740,1190023800,특별광역시도,현충로,서울특별시 동작구,0.0500,4,24,24,25,25,23,24,23,23,18,19,20,21,23,21,20,19,17,17,16,19,21,22,21,22
1016741,1190002501,특별광역시도,현충로,서울특별시 동작구,0.1070,5,45,47,48,48,41,47,35,33,25,27,27,30,33,33,32,30,27,25,25,31,33,35,37,41
1016742,1210021703,특별광역시도,동작대로,서울특별시 서초구,0.0060,4,15,17,16,17,15,16,17,17,16,16,16,16,16,15,15,15,15,13,13,13,13,14,14,15
1016755,1170004100,특별광역시도,가산디지털1로,서울특별시 금천구,0.0220,2,18,17,20,17,19,22,13,14,15,14,15,14,15,16,14,15,13,12,11,14,16,17,18,17
1016756,1170004200,특별광역시도,가산디지털1로,서울특별시 금천구,0.0220,2,19,17,19,17,21,19,25,27,27,25,23,21,20,20,20,20,16,14,11,16,19,18,18,18
1016757,1170003301,특별광역시도,범안로,서울특별시 금천구,0.0110,2,19,21,20,22,20,18,20,20,19,18,18,17,18,17,16,15,10,7,7,11,17,19,18,20
1016758,"1170003804,1170003804,1170003804,1170003804,1170003804,1170003803,1170003802,1170003801,1170003900",특별광역시도,범안로,서울특별시 금천구,1.0350,4,40,41,42,41,38,41,37,32,26,30,32,32,34,32,31,30,25,20,16,28,37,37,37,38
1016759,"1170004000,1170003701,1170003702,1170003703,1170003704,1170003704,1170003704,1170003704,1170003704",특별광역시도,범안로,서울특별시 금천구,1.0350,4,41,42,43,44,38,42,34,28,24,27,25,28,29,27,26,25,23,18,16,25,33,34,37,39
1016763,"1170002300,1170002300,1170002300,1170002300,1170002300,1170002300",특별광역시도,금하로,서울특별시 금천구,0.5650,4,25,25,25,28,23,24,22,20,18,17,20,19,18,17,18,17,16,16,15,18,20,19,20,21
1016764,"1170002400,1170002400,1170002400,1170002400,1170002400,1170002400",특별광역시도,금하로,서울특별시 금천구,0.5650,4,29,32,32,31,26,30,25,22,20,22,22,23,22,22,21,21,18,20,21,24,26,26,27,29
1016766,"1170000605,1170000606,1170000606,1170000602,1170000602,1170000604,1170000604,1170000604",일반국도,시흥대로,서울특별시 금천구,0.7270,5,21,22,22,22,27,29,20,20,18,18,18,23,26,23,22,20,17,12,11,18,24,28,22,22
1016768,"1200024700,1200024700,1200024700,1200024700",특별광역시도,신림로,서울특별시 관악구,0.0360,2,10,10,10,11,10,11,10,10,10,9,9,9,9,9,9,8,9,9,9,4,5,5,9,9
1016772,"2130018700,2130018700,2130018700,2130018700,2130018700,2130017501,2130017501,2130017502,2130017502,2130017502",시군도,범안로,서울특별시 금천구,0.8300,6,38,39,40,39,35,38,34,29,27,28,26,21,24,26,25,23,20,13,13,25,32,34,36,36
1016775,1170003101,특별광역시도,범안로,서울특별시 금천구,0.0220,6,29,29,29,27,31,29,31,31,30,30,30,30,31,31,30,30,30,30,30,30,30,30,30,30
1016776,1170003201,특별광역시도,범안로,서울특별시 금천구,0.0220,6,25,25,22,22,27,21,30,27,19,20,26,29,29,29,30,30,30,30,30,29,29,28,28,28
1016777,"1170002001,1170002001,1170002001,1170002002",특별광역시도,독산로,서울특별시 금천구,0.5560,4,20,21,20,20,18,21,18,17,15,15,15,16,15,16,15,15,14,14,14,15,17,19,19,21
1016778,"1170001902,1170001901,1170001901,1170001901",특별광역시도,독산로,서울특별시 금천구,0.5560,4,24,26,26,26,20,23,20,21,21,22,24,24,24,23,24,23,23,22,20,21,21,22,23,24
1016826,1170044000,특별광역시도,가마산로,서울특별시 금천구,0.0110,5,48,47,48,48,45,46,46,49,49,47,47,47,47,47,47,48,48,47,46,47,45,45,45,46
1016827,1170044100,특별광역시도,가마산로,서울특별시 금천구,0.0110,5,48,48,49,47,31,43,37,18,12,11,17,25,31,25,23,24,18,16,15,25,39,40,43,45
1016828,1160026800,특별광역시도,남부순환로,서울특별시 구로구,0.1310,2,41,42,42,43,38,41,32,17,8,9,20,33,35,34,34,34,34,32,34,35,36,36,36,38
1016829,1160008204,특별광역시도,남부순환로,서울특별시 구로구,0.2550,5,52,53,53,53,50,52,50,50,51,50,49,49,49,49,49,48,41,17,14,27,45,48,49,50
1016830,1160008103,특별광역시도,남부순환로,서울특별시 구로구,0.2550,5,61,63,63,64,55,59,45,25,14,17,36,49,52,50,51,52,53,53,54,54,54,55,56,58
1016831,1160008103,특별광역시도,남부순환로,서울특별시 구로구,0.0180,6,51,51,51,50,49,49,48,29,17,20,35,48,49,49,49,49,49,48,48,49,49,49,49,50
1016832,1160008204,특별광역시도,남부순환로,서울특별시 구로구,0.0180,6,54,56,57,57,51,55,53,53,53,51,49,49,49,49,49,48,43,20,14,29,45,47,48,50
1016833,"1170002601,1170002601",특별광역시도,호암로,서울특별시 금천구,0.0270,4,46,48,49,47,42,45,36,27,26,29,32,36,36,35,33,31,26,25,23,25,30,33,36,40
1016834,"1170002501,1170002501",특별광역시도,호암로,서울특별시 금천구,0.0270,4,43,43,44,44,44,45,44,42,43,44,43,43,43,42,42,42,42,41,41,40,41,41,42,41
1016835,1170001705,특별광역시도,호암로,서울특별시 금천구,0.5190,4,50,50,50,49,50,49,49,48,49,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49
1016836,1170001804,특별광역시도,호암로,서울특별시 금천구,0.5190,4,50,50,50,49,49,49,48,39,38,44,46,47,47,46,45,43,34,24,22,30,42,45,47,49
1016844,1180007802,특별광역시도,여의대방로,서울특별시 영등포구,0.0930,3,42,43,44,45,40,45,37,33,31,30,31,32,32,31,30,31,30,29,30,29,31,32,33,37
1016845,"1180007901,1180007901,1180007902,1180007902",특별광역시도,여의대방로,서울특별시 영등포구,0.1950,6,26,27,27,27,20,26,17,14,17,13,13,11,12,11,11,10,10,11,11,17,18,16,18,24
1016846,1200011203,특별광역시도,봉천로,서울특별시 관악구,0.1710,4,24,26,26,25,24,27,19,17,15,14,15,17,16,16,15,15,16,16,16,18,19,19,20,23
1016847,1200011101,특별광역시도,봉천로,서울특별시 관악구,0.1710,4,50,51,52,51,50,51,48,46,44,44,44,44,44,44,43,43,42,42,42,43,44,46,46,48
1016848,1200011101,특별광역시도,신사로,서울특별시 관악구,0.1910,2,40,42,44,44,41,43,37,33,30,30,30,30,30,29,28,29,28,27,27,30,32,34,34,38
1016849,1200041600,특별광역시도,관천로,서울특별시 관악구,0.0940,3,30,32,32,33,30,30,29,33,31,29,29,30,30,28,27,28,28,31,30,29,29,30,27,30
1016850,1200011202,특별광역시도,신사로,서울특별시 관악구,0.1000,2,48,49,50,49,46,47,44,44,41,41,41,42,43,42,41,42,43,44,43,44,44,44,45,46
1016851,"1200007201,1200007201",특별광역시도,남부순환로,서울특별시 관악구,0.0730,4,44,43,45,47,36,46,27,21,28,25,24,24,29,23,29,28,25,29,26,33,36,35,37,40
1016854,"1200041600,1200041600,1200041600,1200041600,1200041600",특별광역시도,관천로,서울특별시 관악구,0.4620,4,36,33,36,32,33,31,32,31,31,32,32,31,31,29,31,29,30,30,30,30,32,33,32,32
1016855,"1180007502,1180007502",특별광역시도,여의대방로,서울특별시 영등포구,0.1260,4,44,47,46,49,40,45,37,29,34,29,32,30,34,32,29,30,27,26,26,33,36,35,37,40
1016860,1170030300,일반국도,서부간선도로,서울특별시 금천구,0.4150,2,78,81,82,81,73,79,70,75,78,73,68,64,65,63,62,60,55,35,28,39,53,59,65,71
1016861,1170043400,일반국도,서부간선도로,서울특별시 금천구,0.4750,2,78,82,83,81,26,67,14,11,18,15,11,11,12,12,11,10,9,10,11,17,25,27,38,62
1016862,2130005900,특별광역시도,디지털로,서울특별시 금천구,0.0130,6,40,41,42,42,38,42,42,44,42,40,38,35,34,33,33,31,32,35,32,30,33,35,36,36
1016863,2130005800,특별광역시도,디지털로,서울특별시 금천구,0.0130,6,42,43,42,41,26,37,31,25,17,16,25,35,37,37,37,35,30,28,29,36,38,39,40,40
1016864,"1170043400,1170047201",연결로,서부간선도로,서울특별시 금천구,0.2230,1,38,38,38,37,21,36,16,10,18,16,12,12,16,15,13,12,9,8,10,17,27,30,33,34
1016866,1170029200,특별광역시도,서부샛길,서울특별시 금천구,0.0290,2,20,19,26,23,21,28,20,17,14,14,18,19,19,18,19,18,18,15,15,19,19,20,20,20
1016867,1170029300,특별광역시도,서부샛길,서울특별시 금천구,0.0290,2,34,39,40,27,37,38,34,31,29,29,32,32,33,32,31,33,32,28,27,32,33,33,36,33
1016868,"1170043700,1170029300",특별광역시도,서부샛길,서울특별시 금천구,0.4040,1,24,26,27,24,27,26,23,20,18,18,18,19,19,17,18,18,19,15,16,20,21,23,23,25
1016869,1170030600,특별광역시도,서부샛길,서울특별시 금천구,0.0150,1,14,11,14,13,14,14,12,12,12,11,7,9,9,8,8,9,8,7,8,9,10,11,11,9
1016873,1170003203,특별광역시도,범안로,서울특별시 금천구,0.0810,6,51,52,52,53,50,51,45,32,26,26,31,43,46,45,44,44,45,44,45,47,48,49,50,51
1016874,1170003103,특별광역시도,범안로,서울특별시 금천구,0.0810,6,47,49,50,49,39,48,38,30,30,28,27,25,28,25,23,21,17,18,18,20,31,37,40,43
1016877,1210021604,특별광역시도,동작대로,서울특별시 동작구,0.2480,4,37,36,37,38,34,35,32,33,33,32,29,28,28,28,26,25,22,22,25,27,28,28,30,33
1016878,1190020100,특별광역시도,동작대로,서울특별시 동작구,0.1190,2,39,40,41,41,36,39,33,35,35,34,33,33,33,33,33,32,31,31,32,33,33,33,34,36
1016879,1190020400,특별광역시도,동작대로,서울특별시 동작구,0.0630,3,18,18,19,20,15,16,19,21,21,20,19,19,19,20,20,21,21,22,22,23,22,18,18,17
